,location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
86,2622871,군위읍,co,0.4,ppm,2024-03-24T19:00:00+00:00,2024-03-25T04:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
87,2622871,군위읍,co,0.22,ppm,2024-03-24T20:00:00+00:00,2024-03-25T05:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
88,2622871,군위읍,co,0.22,ppm,2024-03-24T21:00:00+00:00,2024-03-25T06:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
89,2622871,군위읍,co,0.22,ppm,2024-03-24T22:00:00+00:00,2024-03-25T07:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
90,2622871,군위읍,co,0.22,ppm,2024-03-24T23:00:00+00:00,2024-03-25T08:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
91,2622871,군위읍,co,0.21,ppm,2024-03-25T00:00:00+00:00,2024-03-25T09:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
92,2622871,군위읍,co,0.21,ppm,2024-03-25T01:00:00+00:00,2024-03-25T10:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
93,2622871,군위읍,co,0.21,ppm,2024-03-25T02:00:00+00:00,2024-03-25T11:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
94,2622871,군위읍,co,0.21,ppm,2024-03-25T03:00:00+00:00,2024-03-25T12:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
95,2622871,군위읍,co,0.21,ppm,2024-03-25T04:00:00+00:00,2024-03-25T13:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
96,2622871,군위읍,co,0.21,ppm,2024-03-25T05:00:00+00:00,2024-03-25T14:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
97,2622871,군위읍,co,0.22,ppm,2024-03-25T06:00:00+00:00,2024-03-25T15:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
98,2622871,군위읍,co,0.21,ppm,2024-03-25T07:00:00+00:00,2024-03-25T16:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
99,2622871,군위읍,co,0.21,ppm,2024-03-25T08:00:00+00:00,2024-03-25T17:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
100,2622871,군위읍,co,0.22,ppm,2024-03-25T09:00:00+00:00,2024-03-25T18:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
101,2622871,군위읍,co,0.21,ppm,2024-03-25T10:00:00+00:00,2024-03-25T19:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
102,2622871,군위읍,co,0.22,ppm,2024-03-25T11:00:00+00:00,2024-03-25T20:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
103,2622871,군위읍,co,0.22,ppm,2024-03-25T12:00:00+00:00,2024-03-25T21:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
104,2622871,군위읍,co,0.21,ppm,2024-03-25T13:00:00+00:00,2024-03-25T22:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
105,2622871,군위읍,co,0.2,ppm,2024-03-25T14:00:00+00:00,2024-03-25T23:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
106,2622871,군위읍,co,0.19,ppm,2024-03-25T15:00:00+00:00,2024-03-26T00:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
107,2622871,군위읍,co,0.19,ppm,2024-03-25T16:00:00+00:00,2024-03-26T01:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
108,2622871,군위읍,co,0.19,ppm,2024-03-25T17:00:00+00:00,2024-03-26T02:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
109,2622871,군위읍,co,0.19,ppm,2024-03-25T18:00:00+00:00,2024-03-26T03:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
110,2622871,군위읍,co,0.2,ppm,2024-03-25T19:00:00+00:00,2024-03-26T04:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
111,2622871,군위읍,co,0.21,ppm,2024-03-25T20:00:00+00:00,2024-03-26T05:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
112,2622871,군위읍,co,0.19,ppm,2024-03-25T22:00:00+00:00,2024-03-26T07:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
